"Country_Name","Country_Code","Avg_Revenue","Min_Max_Normalized","Z_Score_Normalized"
"Kyrgyzstan","KGZ",4.56e+08,0.00223733218233763,-0.334561285046114
"Cambodia","KHM",3.176e+09,0.0156531048274387,-0.179833360383943
"Kiribati","KIR",5170000.07629395,1.37171894819755e-05,-0.360206869701864
"Saint Kitts and Nevis","KNA",232666666.666667,0.00113579202642859,-0.347265661213228
"Korea, Republic of","KOR",19033272727.2727,0.0938654451511346,0.722211823400227
"Kuwait","KWT",752545454.545455,0.00369997424010232,-0.31769221785868
"Lao People's Democratic Republic","LAO",604127274.946733,0.00296793580116989,-0.326135025546713
"Lebanon","LBN",7125181818.18182,0.0351315332858557,0.0448168994840162
"Libya","LBY",1.7e+08,0.000826703146860089,-0.350830471242209
"Saint Lucia","LCA",616555555.555556,0.00302923542874984,-0.325428039493138
"Sri Lanka","LKA",3182181818.18182,0.0156835952198139,-0.179481706009711
"Luxembourg","LUX",5448636363.63636,0.0268623595184441,-0.0505538353629004
"Macao","MAC",33547454545.4545,0.165453299343189,1.5478549229946
"Morocco","MAR",8.345e+09,0.0411480051224856,0.114206581740601
"Moldova, Republic of","MDA",352090909.090909,0.00172482455755987,-0.340472181365928
"Madagascar","MDG",669636363.636364,0.00329104427177571,-0.322408523583677
"Maldives","MDV",2496700000,0.0123026142547118,-0.218475521862992
"Mexico","MEX",1.7476e+10,0.0861845566013157,0.63362594942085
"Marshall Islands","MHL",10263333.4530724,3.88388816101245e-05,-0.359917134075761
"North Macedonia","MKD",288090909.090909,0.00140915931885161,-0.344112838416803
"Mali","MLI",198566665.649414,0.000967601636411985,-0.349205448856014
"Myanmar","MMR",1427300000,0.00702804540667096,-0.27930862577245
"Montenegro","MNE",923090909.090909,0.00454115035916013,-0.307990694240157
"Mongolia","MNG",317545454.545455,0.00155443707075712,-0.342437308751344
"Mozambique","MOZ",202818181.818182,0.000988571259322705,-0.348963600226065
"Mauritania","MRT",28455555.5449592,0.000128567821129954,-0.358882264675293
"Mauritius","MUS",1699545454.54545,0.00837083331911362,-0.26382187055902
"Malawi","MWI",40090909.0909091,0.0001859565188571,-0.358220384488942
"Malaysia","MYS",19724363636.3636,0.097274091663436,0.761524713884245
"Namibia","NAM",426363636.363636,0.00209115765418579,-0.336247157487286
"New Caledonia","NCL",266714285.714286,0.00130372405446163,-0.34532885333274
"Niger","NER",86850000,0.000416584950007091,-0.355560481145025
"Nigeria","NGA",1019636363.63636,0.00501733854596151,-0.302498680336707
"Netherlands","NLD",19351855577.2569,0.0954367815790818,0.740334493698396
"Norway","NOR",6278363636.36364,0.0309547979185724,-0.00335457839793959
"Nepal","NPL",512818181.818182,0.00251757475931584,-0.331329167635891
"Nauru","NRU",2388888.88888889,0,-0.360365073952703
"New Zealand","NZL",8640888888.88889,0.042607408821583,0.131038300015738
"Oman","OMN",1.999e+09,0.0098478237968196,-0.246787318960184
"Pakistan","PAK",929090909.090909,0.00457074397528903,-0.307649382641637
"Panama","PAN",5172727272.72727,0.0255015015646379,-0.0662489975069408
"Peru","PER",3569363636.36364,0.0175932802363743,-0.157456765129491
"Philippines","PHL",6282363636.36364,0.0309745269959916,-0.00312703733225993
"Palau","PLW",119250000,0.000576390477103148,-0.35371739851302
"Papua New Guinea","PNG",5012857.18168531,1.29421183985701e-05,-0.36021580881729
"Poland","POL",12241272727.2727,0.0603654716932204,0.335847093876161
"Puerto Rico","PRI",3436363636.36364,0.0169372884121837,-0.16502250556334
"Portugal","PRT",17322727272.7273,0.0854285742256592,0.624906989495034
"Paraguay","PRY",310636363.636364,0.00152035957339656,-0.342830334228427
"Palestine, State of","PSE",382888888.888889,0.00187672848950771,-0.338720230079925
"French Polynesia","PYF",742285714.285714,0.00364937043763083,-0.318275845916755
"Qatar","QAT",11639600000,0.0573978597388642,0.301620780487654
"Romania","ROU",2566545454.54545,0.0126471108497396,-0.214502344572954
"Russian Federation","RUS",15418363636.3636,0.0760357398215958,0.516576756680089
"Rwanda","RWA",396400002.21946,0.00194336893973754,-0.337951646798486
"Saudi Arabia","SAU",11420909090.9091,0.0563192172697782,0.289180489860405
"Sudan","SDN",755888888.888889,0.00371646495885429,-0.317502025705297
"Senegal","SEN",479777777.777778,0.0023546105869966,-0.333208679822351
"Singapore","SGP",18351333333.3333,0.0905019363765651,0.683419519293749
"Solomon Islands","SLB",64400000.4855069,0.00030585550538611,-0.356837555348534
"Sierra Leone","SLE",41555555.5555556,0.000193180549730316,-0.35813706768459
"El Salvador","SLV",1090363636.36364,0.005366184505784,-0.298475340584462
"Serbia","SRB",1418545454.54545,0.00698486563041016,-0.279806630423017
"South Sudan","SSD",20875000,9.11784793230675e-05,-0.359313486597079
"Sao Tome and Principe","STP",44266666.6666667,0.000206552479981152,-0.35798284540674
"Suriname","SUR",72909090.9090909,0.000347824631319716,-0.356353513472798
"Slovakia","SVK",2622272727.27273,0.0129219727692398,-0.211332283817007
"Slovenia","SVN",2834781827.05966,0.0139701248897386,-0.199243647058971
"Sweden","SWE",1.0674e+10,0.0526352604498534,0.246692367232584
"Eswatini","SWZ",17181818.3552135,7.2962712674716e-05,-0.35952357421888
"Sint Maarten (Dutch part)","SXM",718727272.727273,0.00353317385828489,-0.319615974141245
"Seychelles","SYC",468727272.727273,0.00230010651958075,-0.333837290746224
"Syrian Arab Republic","SYR",4.062e+09,0.0200230954758062,-0.129433014335898
"Togo","TGO",219900000,0.00107282338766544,-0.347991896447856
"Thailand","THA",41907454545.4545,0.206687071149455,2.02341575026509
"Tajikistan","TJK",180481820.539995,0.000878402309092192,-0.350234210088226
"Timor-Leste","TLS",4.3e+07,0.000200304938798384,-0.358054900077539
"Tonga","TON",43236363.4976474,0.000201470747234427,-0.358041454477003
"Trinidad and Tobago","TTO",660909090.909091,0.00324799901195186,-0.322904976817887
"Tunisia","TUN",2382636363.63636,0.0117400216765765,-0.224964062206362
"Turkey","TUR",32029181818.1818,0.157964769298208,1.46148757440559
"Tuvalu","TUV",2475000,4.24723194442538e-07,-0.360360175499206
"Tanzania, United Republic of","TZA",1982950000,0.00976866087367479,-0.247700327486223
"Uganda","UGA",1040090909.09091,0.00511822587367367,-0.301335118069027
"Ukraine","UKR",3203636363.63636,0.0157894148168809,-0.178261258475611
"Uruguay","URY",2.305e+09,0.0113570982193935,-0.22938042743569
"United States","USA",202748818181.818,1,11.1729195720622
"Uzbekistan","UZB",878571428.571429,0.00432156828970155,-0.310523196750384
"Saint Vincent and the Grenadines","VCT",199614286.150251,0.000972768782903741,-0.349145854684717
"Venezuela, Bolivarian Republic of","VEN",8.03e+08,0.00394882964845898,-0.314822097598403
"Virgin Islands, British","VGB",423166666.666667,0.00207538933852115,-0.336429017960234
"Virgin Islands, U.S.","VIR",1147363636.36364,0.00564732385900854,-0.295232880398527
"Viet Nam","VNM",7413818181.81818,0.036555165576905,0.0612360559279464
"Vanuatu","VUT",260181818.181818,0.00127150416503991,-0.345700454488704
"Samoa","WSM",142841816.468672,0.000692751670496037,-0.35237537174787
"Yemen","YEM",819142857.142857,0.00402845056804388,-0.313903806869053
"South Africa","ZAF",9308272727.27273,0.0458991256755434,0.169002607466548
"Zimbabwe","ZWE",175181818.181818,0.000852261269880502,-0.350535702134397
